eng,part,level
INTERRUPTION:NOUN,NOUN,4
INTERVAL:NOUN,NOUN,4
INTERVENE:VERB,VERB,6
INTERVENTION:NOUN,NOUN,6
INTERVIEW:NOUN,NOUN,3
INTERVIEW:VERB,VERB,3
INTIMATE:ADJECTIVE,ADJECTIVE,6
INTOLERABLE:ADJECTIVE,ADJECTIVE,6
INTOLERANCE:NOUN,NOUN,6
INTOLERANT:ADJECTIVE,ADJECTIVE,6
INTRANSITIVE:ADJECTIVE,ADJECTIVE,4
INTRIGUING:ADJECTIVE,ADJECTIVE,6
INTRINSIC:NOUN,NOUN,6
INTRODUCE:VERB,VERB,4
INTRODUCTION:NOUN,NOUN,4
INTROVERT:NOUN,NOUN,6
INTRUDE:VERB,VERB,6
INTRUDER:NOUN,NOUN,6
INTRUSION:NOUN,NOUN,6
INTUITION:NOUN,NOUN,6
INVADE:VERB,VERB,5
INVALUABLE:ADJECTIVE,ADJECTIVE,5
INVARIABLY:ADVERB,ADVERB,6
INVASION:NOUN,NOUN,5
INVENT:VERB,VERB,3
INVENTION:NOUN,NOUN,3
INVENTOR:NOUN,NOUN,4
INVERTED COMMAS:NOUN,NOUN,4
INVEST:VERB,VERB,4
INVESTIGATE:VERB,VERB,4
INVESTIGATION:NOUN,NOUN,4
INVESTIGATOR:NOUN,NOUN,4
INVESTMENT:NOUN,NOUN,4
INVESTOR:NOUN,NOUN,4
INVISIBLE:ADJECTIVE,ADJECTIVE,4
INVITATION:NOUN,NOUN,4
INVITE:VERB,VERB,4
INVOLVE:VERB,VERB,3
INVOLVED:ADJECTIVE,ADJECTIVE,4
INVOLVEMENT:NOUN,NOUN,4
IRON:NOUN,NOUN,3
IRON:VERB,VERB,3
IRONIC:ADJECTIVE,ADJECTIVE,6
IRONICALLY:ADVERB,ADVERB,6
IRONING:NOUN,NOUN,3
IRONY:NOUN,NOUN,6
IRRATIONAL:ADJECTIVE,ADJECTIVE,6
IRREGULAR:ADJECTIVE,ADJECTIVE,3
IRRESISTIBLE:ADJECTIVE,ADJECTIVE,6
IRRESPECTIVE:ADVERB,ADVERB,6
IRRESPONSIBLE:ADJECTIVE,ADJECTIVE,4
IRREVERSIBLE:ADJECTIVE,ADJECTIVE,6
IRRITABLE:ADJECTIVE,ADJECTIVE,6
IRRITATE:VERB,VERB,5
IRRITATED:ADJECTIVE,ADJECTIVE,4
IRRITATING:ADJECTIVE,ADJECTIVE,4
IRRITATION:NOUN,NOUN,6
ISLAND:NOUN,NOUN,2
ISOLATED:ADJECTIVE,ADJECTIVE,5
ISOLATION:NOUN,NOUN,5
ISSUE:NOUN,NOUN,4
ISSUE:VERB,VERB,6
IT:NOUN,NOUN,2
IT:NOUN,NOUN,3
ITCH:VERB,VERB,5
ITEM:NOUN,NOUN,3
ITINERARY:NOUN,NOUN,5
ITSELF:NOUN,NOUN,3
JACKET:NOUN,NOUN,1
JAIL:NOUN,NOUN,3
JAM:NOUN,NOUN,3
JAM:VERB,VERB,5
JANUARY:NOUN,NOUN,1
JAR:NOUN,NOUN,3
JARGON:NOUN,NOUN,5
JAW:NOUN,NOUN,4
JAZZ:NOUN,NOUN,2
JEALOUS:ADJECTIVE,ADJECTIVE,3
JEALOUSLY:ADVERB,ADVERB,4
JEALOUSY:NOUN,NOUN,5
JEANS:NOUN,NOUN,1
JET:NOUN,NOUN,3
JEWEL:NOUN,NOUN,4
JEWELLERY:NOUN,NOUN,2
JOB:NOUN,NOUN,4
JOG:VERB,VERB,3
JOGGING:NOUN,NOUN,3
JOIN:VERB,VERB,3
JOINT:ADJECTIVE,ADJECTIVE,4
JOINT:NOUN,NOUN,5
JOINTLY:ADVERB,ADVERB,5
JOKE:NOUN,NOUN,4
JOKE:VERB,VERB,3
JOURNAL:NOUN,NOUN,5
JOURNALISM:NOUN,NOUN,4
JOURNALIST:NOUN,NOUN,3
JOURNEY:NOUN,NOUN,2
JOY:NOUN,NOUN,4
JUDGE:NOUN,NOUN,4
JUDGE:VERB,VERB,4
JUDGMENT (ALSO JUDGEMENT):NOUN,NOUN,5
JUG:NOUN,NOUN,3
JUGGLE:VERB,VERB,6
JUICE:NOUN,NOUN,1
JUICY:ADJECTIVE,ADJECTIVE,4
JULY:NOUN,NOUN,1
JUMP:VERB,VERB,3
JUMP:NOUN,NOUN,3
JUMPER:NOUN,NOUN,2
JUNE:NOUN,NOUN,1
JUNGLE:NOUN,NOUN,3
JUNIOR:ADJECTIVE,ADJECTIVE,4
JUNIOR:NOUN,NOUN,6
JUNK:NOUN,NOUN,5
JUNK FOOD:NOUN,NOUN,4
JUNK MAIL:NOUN,NOUN,5
JURY:NOUN,NOUN,5
JUST:ADVERB,ADVERB,3
JUST:ADJECTIVE,ADJECTIVE,5
JUSTICE:NOUN,NOUN,4
JUSTIFIABLE:ADJECTIVE,ADJECTIVE,6
JUSTIFICATION:NOUN,NOUN,6
JUSTIFIED:ADJECTIVE,ADJECTIVE,5
JUSTIFY:VERB,VERB,4
KANGAROO:NOUN,NOUN,3
KEEN:ADJECTIVE,ADJECTIVE,3
KEEPER:NOUN,NOUN,3
KETTLE:NOUN,NOUN,3
KETTLE:ADJECTIVE,ADJECTIVE,4
KETTLE:VERB,VERB,4
KEYBOARD:NOUN,NOUN,2
KICK:VERB,VERB,3
KICK:NOUN,NOUN,4
KID:NOUN,NOUN,2
KIDNEY:NOUN,NOUN,6
KILL:VERB,VERB,3
KILLER:NOUN,NOUN,3
KILLING:NOUN,NOUN,3
KILO:NOUN,NOUN,2
KILOGRAM:NOUN,NOUN,3
KILOGRAM:ADJECTIVE,ADJECTIVE,2
KINDLY:ADVERB,ADVERB,4
KINDNESS:NOUN,NOUN,4
KING:NOUN,NOUN,3
KINGDOM:NOUN,NOUN,5
KISS:VERB,VERB,2
KISS:NOUN,NOUN,2
KIT:NOUN,NOUN,2
KITCHEN:NOUN,NOUN,1
KITE:NOUN,NOUN,2
KITTEN:NOUN,NOUN,3
KNEE:NOUN,NOUN,3
KNEEL:VERB,VERB,4
KNICKERS:NOUN,NOUN,3
KNIFE:NOUN,NOUN,1
KNIT:VERB,VERB,3
KNOB:NOUN,NOUN,5
KNOCK:VERB,VERB,3
KNOT:NOUN,NOUN,6
KNOWINGLY:ADVERB,ADVERB,6
KNOWLEDGE:NOUN,NOUN,3
KNOWLEDGEABLE:ADJECTIVE,ADJECTIVE,5
KNOWN:ADJECTIVE,ADJECTIVE,4
KNUCKLE:NOUN,NOUN,6
LAB:NOUN,NOUN,3
LABEL:NOUN,NOUN,4
LABEL:VERB,VERB,5
LABORATORY:NOUN,NOUN,3
LABOUR:NOUN,NOUN,5
LACK:NOUN,NOUN,3
LACK:VERB,VERB,5
LAD:NOUN,NOUN,6
LADDER:NOUN,NOUN,4
LADY:NOUN,NOUN,3
LAID-BACK:ADJECTIVE,ADJECTIVE,6
LAKE:NOUN,NOUN,2
LAMB:NOUN,NOUN,3
LAMP:NOUN,NOUN,2
LAND:NOUN,NOUN,4
LAND:VERB,VERB,4
LANDING:NOUN,NOUN,4
LANDLADY:NOUN,NOUN,4
LANDLORD:NOUN,NOUN,4
LANDMARK:NOUN,NOUN,5
LANDSCAPE:NOUN,NOUN,3
LANE:NOUN,NOUN,5
LANGUAGE:NOUN,NOUN,4
LAP:NOUN,NOUN,4
LAPTOP:NOUN,NOUN,2
LARGE:ADJECTIVE,ADJECTIVE,4
LARGELY:ADVERB,ADVERB,4
LASER:NOUN,NOUN,4
LAST:ADJECTIVE,ADJECTIVE,1
LAST:NOUN,NOUN,2
LAST:NOUN,NOUN,5
LAST:ADVERB,ADVERB,3
LAST:NOUN,NOUN,4
LAST:VERB,VERB,4
LASTLY:ADVERB,ADVERB,4
LAST-MINUTE:ADJECTIVE,ADJECTIVE,4
LATE:ADJECTIVE,ADJECTIVE,1
LATE:NOUN,NOUN,6
LATE:ADVERB,ADVERB,3
LATELY:ADVERB,ADVERB,3
LATER:ADVERB,ADVERB,2
LATER:NOUN,NOUN,5
LATEST:NOUN,NOUN,2
LATTER:NOUN,NOUN,4
LATTER:NOUN,NOUN,4
LAUGH:VERB,VERB,4
LAUGH:NOUN,NOUN,3
LAUGHTER:NOUN,NOUN,4
LAUNCH:VERB,VERB,4
LAUNCH:NOUN,NOUN,5
LAUNDRY:NOUN,NOUN,4
LAVISH:ADJECTIVE,ADJECTIVE,6
LAW:NOUN,NOUN,4
LAWN:NOUN,NOUN,5
LAWYER:NOUN,NOUN,3
LAY:VERB,VERB,4
LAYER:NOUN,NOUN,4
LAYOUT:NOUN,NOUN,5
LAZINESS:NOUN,NOUN,4
LAZY:ADJECTIVE,ADJECTIVE,3
LEAD:VERB,VERB,4
LEAD:NOUN,NOUN,5
LEAD:NOUN,NOUN,3
LEADER:NOUN,NOUN,4
LEADERSHIP:NOUN,NOUN,5
LEADING:NOUN,NOUN,4
LEAF:NOUN,NOUN,4
LEAFLET:NOUN,NOUN,4
LEAGUE:NOUN,NOUN,3
LEAK:VERB,VERB,5
LEAK:NOUN,NOUN,5
LEAN:VERB,VERB,4
LEAP:VERB,VERB,6
LEAP:NOUN,NOUN,6
LEARN:VERB,VERB,2
LEARNER:NOUN,NOUN,4
LEARNING:NOUN,NOUN,4
LEAST:ADVERB,ADVERB,3
LEAST:NOUN,NOUN,4
LEATHER:NOUN,NOUN,2
LEAVE:VERB,VERB,3
LEAVE:NOUN,NOUN,6
LECTURE:NOUN,NOUN,3
LECTURE:VERB,VERB,6
LECTURER:NOUN,NOUN,4
LEEK:NOUN,NOUN,4
LEFT:ADVERB,ADVERB,2
LEFT:NOUN,NOUN,2
LEFT-HAND:NOUN,NOUN,2
LEFT-WING:ADJECTIVE,ADJECTIVE,5
LEG:NOUN,NOUN,1
LEGACY:NOUN,NOUN,6
LEGAL:ADJECTIVE,ADJECTIVE,4
LEGALLY:ADVERB,ADVERB,4
LEGEND:NOUN,NOUN,4
LEGENDARY:ADJECTIVE,ADJECTIVE,5
LEGISLATION:NOUN,NOUN,6
LEGITIMATE:ADJECTIVE,ADJECTIVE,6
LEISURE:NOUN,NOUN,3
LEMON:NOUN,NOUN,2
LEMONADE:NOUN,NOUN,2
LEND:VERB,VERB,4
LENGTH:NOUN,NOUN,5
LENGTHEN:VERB,VERB,5
LENGTHY:ADJECTIVE,ADJECTIVE,5
LENIENT:ADJECTIVE,ADJECTIVE,6
LEOPARD:NOUN,NOUN,4
LESS:ADVERB,ADVERB,3
LESS:NOUN,NOUN,2
LESSEN:VERB,VERB,5
LESSON:NOUN,NOUN,3
LET:VERB,VERB,4
LETHAL:ADJECTIVE,ADJECTIVE,6
LETTER:NOUN,NOUN,1
LETTUCE:NOUN,NOUN,3
LEVEL:NOUN,NOUN,3
LEVEL:ADJECTIVE,ADJECTIVE,4
LIABILITY:NOUN,NOUN,5
LIABLE:ADJECTIVE,ADJECTIVE,5
LIAR:NOUN,NOUN,4
LIBERAL:ADJECTIVE,ADJECTIVE,5
LIBERATION:NOUN,NOUN,5
LIBERTY:NOUN,NOUN,5
LIBRARY:NOUN,NOUN,2
LICENCE:NOUN,NOUN,2
LICK:VERB,VERB,4
LID:NOUN,NOUN,4
LIE:VERB,VERB,3
LIE:VERB,VERB,3
LIE:NOUN,NOUN,3
LIFE:NOUN,NOUN,3
LIFELONG:NOUN,NOUN,6
LIFESPAN:NOUN,NOUN,6
LIFESTYLE:NOUN,NOUN,4
LIFETIME:NOUN,NOUN,4
LIFT:VERB,VERB,3
LIFT:NOUN,NOUN,2
LIGHT:NOUN,NOUN,4
LIGHT:ADJECTIVE,ADJECTIVE,3
LIGHT:VERB,VERB,3
LIGHTER:NOUN,NOUN,3
LIGHTING:NOUN,NOUN,4
LIGHTLY:ADVERB,ADVERB,4
LIGHTNING:NOUN,NOUN,3
LIKE:VERB,VERB,1
LIKE:CONJUNCTION,CONJUNCTION,3
LIKE:NOUN,NOUN,3
LIKELIHOOD:NOUN,NOUN,6
LIKELY:ADJECTIVE,ADJECTIVE,3
LIKELY:ADVERB,ADVERB,5
LIKEWISE:ADVERB,ADVERB,6
LIMIT:NOUN,NOUN,5
LIMIT:VERB,VERB,4
LIMITATION:NOUN,NOUN,5
LIMITED:ADJECTIVE,ADJECTIVE,3
LINE:VERB,VERB,6
LINEN:NOUN,NOUN,6
LINGER:VERB,VERB,6
LINGUISTIC:NOUN,NOUN,5
LINK:NOUN,NOUN,3
LINK:VERB,VERB,4
LION:NOUN,NOUN,2
LIP:NOUN,NOUN,3
LIQUID:NOUN,NOUN,3
LIST:NOUN,NOUN,2
LIST:VERB,VERB,4
LISTEN:VERB,VERB,2
LISTENER:NOUN,NOUN,5
LITERACY:NOUN,NOUN,5
LITERAL:ADJECTIVE,ADJECTIVE,6
LITERALLY:ADVERB,ADVERB,4
LITERARY:ADJECTIVE,ADJECTIVE,4
LITERATE:ADJECTIVE,ADJECTIVE,6
LITERATURE:NOUN,NOUN,3
LITRE:NOUN,NOUN,2
LITTER:NOUN,NOUN,4
LITTLE:ADJECTIVE,ADJECTIVE,2
LITTLE:NOUN,NOUN,3
LITTLE:ADVERB,ADVERB,4
LIVE:VERB,VERB,3
LIVE:ADJECTIVE,ADJECTIVE,3
LIVELY:ADJECTIVE,ADJECTIVE,3
LIVER:NOUN,NOUN,4
LIVING:ADJECTIVE,ADJECTIVE,4
LIVING:NOUN,NOUN,4
LIVING ROOM:NOUN,NOUN,1
LOAD:NOUN,NOUN,3
LOAD:VERB,VERB,4
LOAF:NOUN,NOUN,4
LOAN:NOUN,NOUN,4
LOATHE:VERB,VERB,6
LOATHING:NOUN,NOUN,6
LOBBY:NOUN,NOUN,4
LOBBY:VERB,VERB,6
LOCAL:ADJECTIVE,ADJECTIVE,3
LOCAL:NOUN,NOUN,6
LOCATE:VERB,VERB,3
LOCATION:NOUN,NOUN,4
LOCK:NOUN,NOUN,3
LOCK:VERB,VERB,3
LOFT:NOUN,NOUN,6
LOG:NOUN,NOUN,5
LOG:VERB,VERB,4
LOG:VERB,VERB,4
LOGIC:NOUN,NOUN,5
LOGICAL:ADJECTIVE,ADJECTIVE,4
LOGICALLY:ADVERB,ADVERB,6
LOGO:NOUN,NOUN,3
LONELINESS:NOUN,NOUN,5
LONELY:ADJECTIVE,ADJECTIVE,3
LONG:ADJECTIVE,ADJECTIVE,1
LONG:ADVERB,ADVERB,3
LONG:VERB,VERB,6
LONG-DISTANCE:NOUN,NOUN,4
LONGEVITY:NOUN,NOUN,6
LONGING:NOUN,NOUN,6
LONG-LASTING:ADJECTIVE,ADJECTIVE,6
LONG-RUNNING:ADJECTIVE,ADJECTIVE,6
LONG-TERM:ADJECTIVE,ADJECTIVE,4
LONG TERM:NOUN,NOUN,4
LONG-TIME:NOUN,NOUN,5
LOOK:VERB,VERB,3
LOOK:NOUN,NOUN,4
LOOM:VERB,VERB,6
LOOSE:ADJECTIVE,ADJECTIVE,4
LOOSEN:VERB,VERB,6
LORRY:NOUN,NOUN,3
LOSE:VERB,VERB,4
LOSS:NOUN,NOUN,5
LOST:ADJECTIVE,ADJECTIVE,4
LOT:NOUN,NOUN,1
LOTTERY:NOUN,NOUN,3
LOUD:ADJECTIVE,ADJECTIVE,2
LOUD:ADVERB,ADVERB,3
LOUDLY:ADVERB,ADVERB,3
LOUNGE:NOUN,NOUN,5
LOVE:VERB,VERB,1
LOVE:NOUN,NOUN,3
LOVELY:ADJECTIVE,ADJECTIVE,2
LOVER:NOUN,NOUN,3
LOW:ADJECTIVE,ADJECTIVE,4
LOW:ADVERB,ADVERB,3
LOWER:VERB,VERB,4
LOYAL:ADJECTIVE,ADJECTIVE,4
LOYALTY:NOUN,NOUN,4
LUCK:NOUN,NOUN,4
LUCKILY:ADVERB,ADVERB,3
LUCKY:ADJECTIVE,ADJECTIVE,2
LUCRATIVE:ADJECTIVE,ADJECTIVE,6
LUGGAGE:NOUN,NOUN,2
LUMP:NOUN,NOUN,6
LUNCH:NOUN,NOUN,1
LUNCHTIME:NOUN,NOUN,2
LUNG:NOUN,NOUN,4
LURE:VERB,VERB,6
LURE:NOUN,NOUN,6
LUXURIOUS:ADJECTIVE,ADJECTIVE,5
LUXURY:NOUN,NOUN,4
LYRICS:NOUN,NOUN,4
MACHINE:NOUN,NOUN,2
MACHINERY:NOUN,NOUN,5
MAD:ADJECTIVE,ADJECTIVE,3
MADAM:NOUN,NOUN,3
MAGAZINE:NOUN,NOUN,2
MAGIC:NOUN,NOUN,2
MAGIC:ADJECTIVE,ADJECTIVE,2
MAGICAL:ADJECTIVE,ADJECTIVE,4
MAGISTRATE:NOUN,NOUN,5
MAGNETIC:ADJECTIVE,ADJECTIVE,5
MAGNIFICENT:ADJECTIVE,ADJECTIVE,3
MAGNIFICENTLY:ADVERB,ADVERB,5
MAIL:NOUN,NOUN,2
MAIN:NOUN,NOUN,3
MAIN COURSE:NOUN,NOUN,2
MAINLY:ADVERB,ADVERB,3
MAINSTREAM:ADJECTIVE,ADJECTIVE,6
MAINTAIN:VERB,VERB,4
MAINTENANCE:NOUN,NOUN,4
MAJOR:NOUN,NOUN,4
MAJORITY:NOUN,NOUN,4
MAKER:NOUN,NOUN,4
MAKE-UP:NOUN,NOUN,2
MALE:ADJECTIVE,ADJECTIVE,3
MALE:NOUN,NOUN,4
MALICIOUS:ADJECTIVE,ADJECTIVE,6
MALL:NOUN,NOUN,3
MAMMAL:NOUN,NOUN,5
MAN:NOUN,NOUN,2
MANAGE:VERB,VERB,3
MANAGEMENT:NOUN,NOUN,4
MANAGER:NOUN,NOUN,2
MANGO:NOUN,NOUN,2
MANKIND:NOUN,NOUN,4
MANNER:NOUN,NOUN,4
MANSION:NOUN,NOUN,5
MANUAL:ADJECTIVE,ADJECTIVE,4
MANUAL:NOUN,NOUN,4
MANUFACTURE:VERB,VERB,4
MANUFACTURER:NOUN,NOUN,4
MANUFACTURING:NOUN,NOUN,4
MANY:NOUN,NOUN,2
MAP:NOUN,NOUN,2
MARATHON:NOUN,NOUN,4
MARCH:NOUN,NOUN,1
MARCH:NOUN,NOUN,5
MARCH:VERB,VERB,5
MARGIN:NOUN,NOUN,6
MARGINAL:ADJECTIVE,ADJECTIVE,6
MARK:NOUN,NOUN,4
MARK:VERB,VERB,4
MARKET:NOUN,NOUN,4
MARKETING:NOUN,NOUN,4
MARRIAGE:NOUN,NOUN,3
MARRIED:ADJECTIVE,ADJECTIVE,2
MARRY:VERB,VERB,3
MARTIAL ART:NOUN,NOUN,4
MARVELLOUS:ADJECTIVE,ADJECTIVE,3
MASCULINE:ADJECTIVE,ADJECTIVE,5
MASK:NOUN,NOUN,4
MASS:NOUN,NOUN,4
MASS:NOUN,NOUN,5
MASSACRE:NOUN,NOUN,6
MASSIVE:ADJECTIVE,ADJECTIVE,4
MASTER:NOUN,NOUN,5
MASTERPIECE:NOUN,NOUN,6
MAT:NOUN,NOUN,5
MATCH:NOUN,NOUN,4
MATCH:VERB,VERB,3
MATE:NOUN,NOUN,3
MATERIAL:NOUN,NOUN,3
MATERIALISM:NOUN,NOUN,6
MATERIALIST:NOUN,NOUN,6
MATERIALIST:ADJECTIVE,ADJECTIVE,6
MATERIALISTIC:ADJECTIVE,ADJECTIVE,6
MATHEMATICAL:ADJECTIVE,ADJECTIVE,4
MATHS:NOUN,NOUN,2
MATTER:NOUN,NOUN,4
MATTER:VERB,VERB,2
MATURE:ADJECTIVE,ADJECTIVE,4
MAXIMIZE:VERB,VERB,6
MAXIMUM:ADJECTIVE,ADJECTIVE,3
MAXIMUM:NOUN,NOUN,3
MAY:VERB,VERB,3
MAY:NOUN,NOUN,1
MAYBE:ADVERB,ADVERB,2
MAYOR:NOUN,NOUN,4
ME:NOUN,NOUN,3
MEAL:NOUN,NOUN,1
MEAN:VERB,VERB,3
MEAN:ADJECTIVE,ADJECTIVE,4
MEAN:NOUN,NOUN,6
MEANING:NOUN,NOUN,3
MEANINGFUL:ADJECTIVE,ADJECTIVE,4
MEANS:NOUN,NOUN,5
MEANTIME:NOUN,NOUN,4
MEANWHILE:ADVERB,ADVERB,3
MEASURE:VERB,VERB,5
MEASURE:NOUN,NOUN,5
MEASUREMENT:NOUN,NOUN,5
MEAT:NOUN,NOUN,1
MECHANIC:NOUN,NOUN,2
MECHANICAL:ADJECTIVE,ADJECTIVE,5
MECHANISM:NOUN,NOUN,5
MEDAL:NOUN,NOUN,4
MEDIA:NOUN,NOUN,4
MEDICAL:ADJECTIVE,ADJECTIVE,4
MEDICALLY:ADVERB,ADVERB,6
MEDICATION:NOUN,NOUN,6
MEDICINE:NOUN,NOUN,2
MEDIEVAL (ALSO MEDIAEVAL):ADJECTIVE,ADJECTIVE,4
MEDIOCRE:ADJECTIVE,ADJECTIVE,6
MEDIOCRITY:NOUN,NOUN,6
MEDIUM:ADJECTIVE,ADJECTIVE,3
MEDIUM:NOUN,NOUN,6
MEET:VERB,VERB,3
MEETING:NOUN,NOUN,2
MELODY:NOUN,NOUN,6
MELON:NOUN,NOUN,2
MELT:VERB,VERB,4
MEMBER:NOUN,NOUN,2
MEMBERSHIP:NOUN,NOUN,3
MEMO:NOUN,NOUN,5
MEMORABLE:ADJECTIVE,ADJECTIVE,4
MEMORIAL:NOUN,NOUN,6
MEMORY:NOUN,NOUN,4
MEND:VERB,VERB,3
MENTAL:NOUN,NOUN,4
MENTALITY:NOUN,NOUN,5
MENTALLY:ADVERB,ADVERB,4
MENTION:VERB,VERB,3
MENTION:NOUN,NOUN,4
MENU:NOUN,NOUN,2
MERCIFUL:ADJECTIVE,ADJECTIVE,6
MERCILESS:ADJECTIVE,ADJECTIVE,6
MERCY:NOUN,NOUN,6
MERE:NOUN,NOUN,5
MERELY:ADVERB,ADVERB,5
MERGE:VERB,VERB,6
MERGER:NOUN,NOUN,6
MERIT:NOUN,NOUN,5
MERIT:VERB,VERB,6
MESS:NOUN,NOUN,3
MESS:VERB,VERB,5
MESS:VERB,VERB,4
MESSAGE:NOUN,NOUN,2
MESSAGE BOARD:NOUN,NOUN,3
MESSY:ADJECTIVE,ADJECTIVE,3
METAL:NOUN,NOUN,3
METAPHOR:NOUN,NOUN,6
METHOD:NOUN,NOUN,3
METICULOUS:ADJECTIVE,ADJECTIVE,6
METRE:NOUN,NOUN,2
MICROPHONE:NOUN,NOUN,4
MIDDAY:NOUN,NOUN,2
MIDDLE:NOUN,NOUN,3
MIDDLE:NOUN,NOUN,4
MIDDLE-AGED:ADJECTIVE,ADJECTIVE,3
MIDNIGHT:NOUN,NOUN,4
MIGHT:VERB,VERB,3
MIGHTY:ADJECTIVE,ADJECTIVE,6
MIGRATION:NOUN,NOUN,5
MILD:ADJECTIVE,ADJECTIVE,4
MILE:NOUN,NOUN,4
MILITARY:ADJECTIVE,ADJECTIVE,4
MILITARY:NOUN,NOUN,5
MILK:NOUN,NOUN,1
MILLENNIUM:NOUN,NOUN,6
MILLIMETRE:NOUN,NOUN,3
MIND:VERB,VERB,3
MINE:NOUN,NOUN,2
MINE:NOUN,NOUN,4
MINER:NOUN,NOUN,5
MINERAL WATER:NOUN,NOUN,2
MINGLE:VERB,VERB,5
MINIATURE:NOUN,NOUN,6
MINIATURE:NOUN,NOUN,6
MINIMAL:ADJECTIVE,ADJECTIVE,5
MINIMIZE:VERB,VERB,5
MINIMUM:ADJECTIVE,ADJECTIVE,3
MINIMUM:NOUN,NOUN,3
MINING:NOUN,NOUN,5
MINISTER:NOUN,NOUN,4
MINISTRY:NOUN,NOUN,5
MINOR:ADJECTIVE,ADJECTIVE,4
MINORITY:NOUN,NOUN,4
MINT:NOUN,NOUN,4
MINUTE:NOUN,NOUN,3
MIRACLE:NOUN,NOUN,4
MIRROR:NOUN,NOUN,2
MISBEHAVE:VERB,VERB,5
MISERABLE:ADJECTIVE,ADJECTIVE,4
MISERY:NOUN,NOUN,4
MISFORTUNE:NOUN,NOUN,5
MISHAP:NOUN,NOUN,6
MISINFORM:VERB,VERB,5
MISINTERPRET:VERB,VERB,6
MISINTERPRETATION:NOUN,NOUN,6
MISLEAD:VERB,VERB,5
MISLEADING:ADJECTIVE,ADJECTIVE,4
MISPLACE:VERB,VERB,6
MISS:NOUN,NOUN,1
MISS:VERB,VERB,3
MISS:NOUN,NOUN,5
MISSILE:NOUN,NOUN,6
MISSING:ADJECTIVE,ADJECTIVE,2
MISSION:NOUN,NOUN,5
MIST:NOUN,NOUN,4
MISTAKE:NOUN,NOUN,2
MISTAKEN:ADJECTIVE,ADJECTIVE,5
MISTY:ADJECTIVE,ADJECTIVE,4
MISUNDERSTAND:VERB,VERB,5
MISUNDERSTANDING:NOUN,NOUN,4
MISUSE:VERB,VERB,5
MISUSE:NOUN,NOUN,5
MIX:VERB,VERB,3
MIX:NOUN,NOUN,3
MIXTURE:NOUN,NOUN,4
MOAN:VERB,VERB,6
MOBILE:NOUN,NOUN,1
MOBILE PHONE:NOUN,NOUN,1
MODAL (VERB):NOUN,NOUN,3
MODE:NOUN,NOUN,5
MODEL:NOUN,NOUN,3
MODERATE:ADJECTIVE,ADJECTIVE,5
MODERATE:VERB,VERB,6
MODERATELY:ADVERB,ADVERB,6
MODERATION:NOUN,NOUN,5
MODERN:ADJECTIVE,ADJECTIVE,2
MODEST:ADJECTIVE,ADJECTIVE,4
MODESTLY:ADVERB,ADVERB,5
MODIFICATION:NOUN,NOUN,5
MODIFY:VERB,VERB,5
MOMENT:NOUN,NOUN,3
MOMENTUM:NOUN,NOUN,6
MONDAY:NOUN,NOUN,1
MONETARY:ADJECTIVE,ADJECTIVE,6
MONEY:NOUN,NOUN,1
MONITOR:NOUN,NOUN,4
MONITOR:VERB,VERB,5
MONKEY:NOUN,NOUN,2
MONOPOLY:NOUN,NOUN,6
MONOTONOUS:ADJECTIVE,ADJECTIVE,5
MONSTER:NOUN,NOUN,4
MONTH:NOUN,NOUN,1
MONTHLY:ADVERB,ADVERB,3
MONUMENT:NOUN,NOUN,3
MOOD:NOUN,NOUN,4
MOON:NOUN,NOUN,3
MOONLIGHT:NOUN,NOUN,4
MORAL:ADJECTIVE,ADJECTIVE,5
MORAL:NOUN,NOUN,6
MORALE:NOUN,NOUN,6
MORALLY:ADVERB,ADVERB,4
MORE:NOUN,NOUN,2
MORE:ADVERB,ADVERB,3
MOREOVER:ADVERB,ADVERB,4
MORNING:NOUN,NOUN,1
MORTALITY:NOUN,NOUN,6
MOSQUE:NOUN,NOUN,2
MOSQUITO:NOUN,NOUN,3
MOST:ADVERB,ADVERB,3
MOST:NOUN,NOUN,3
MOSTLY:ADVERB,ADVERB,3
MOTHER:NOUN,NOUN,2
MOTHER-IN-LAW:NOUN,NOUN,4
MOTION:NOUN,NOUN,6
MOTIVATE:VERB,VERB,5
MOTIVATED:ADJECTIVE,ADJECTIVE,4
MOTIVATION:NOUN,NOUN,4
MOTIVE:NOUN,NOUN,4
MOTOR:NOUN,NOUN,4
MOTORBIKE:NOUN,NOUN,2
MOTORIST:NOUN,NOUN,4
MOTORWAY:NOUN,NOUN,2
MOUNT:VERB,VERB,6
MOUNTAIN:NOUN,NOUN,4
MOUSE:NOUN,NOUN,2
MOUSTACHE:NOUN,NOUN,3
MOUTH:NOUN,NOUN,3
MOVE:VERB,VERB,3
MOVE:NOUN,NOUN,5
MOVEMENT:NOUN,NOUN,4
MOVIE:NOUN,NOUN,1
MOVING:ADJECTIVE,ADJECTIVE,4
MP3 PLAYER:NOUN,NOUN,2
MR:NOUN,NOUN,1
MRS:NOUN,NOUN,1
MS:NOUN,NOUN,2
MUCH:NOUN,NOUN,3
MUCH:ADVERB,ADVERB,2
MUCH:ADJECTIVE,ADJECTIVE,3
MUD:NOUN,NOUN,4
MUDDLE:NOUN,NOUN,6
MUDDLE:VERB,VERB,6
MUDDLED:ADJECTIVE,ADJECTIVE,6
MUDDY:ADJECTIVE,ADJECTIVE,4
